precision,recall,f1_score,accuracy,true_positives,false_positives,false_negatives,true_negatives,mean_similarity_positive,mean_similarity_negative,similarity_separation,threshold,algorithm_name
0.5190342094284522,0.9953,0.6822731011790513,0.5365,19906,18446,94,1554,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.1,TF-IDF Cosine Similarity
0.5262138498275405,0.99165,0.6875715028601145,0.5494,19833,17857,167,2143,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.15000000000000002,TF-IDF Cosine Similarity
0.5354181345184543,0.9879,0.6944571368317458,0.56535,19758,17144,242,2856,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.20000000000000004,TF-IDF Cosine Similarity
0.5451427306926311,0.9854,0.7019518449921641,0.5816,19708,16444,292,3556,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.25000000000000006,TF-IDF Cosine Similarity
0.5569469628286491,0.9829,0.7110098379629629,0.6005,19658,15638,342,4362,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.30000000000000004,TF-IDF Cosine Similarity
0.5691843075761536,0.98005,0.7201352021602953,0.619125,19601,14836,399,5164,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.3500000000000001,TF-IDF Cosine Similarity
0.5846434881562004,0.97615,0.7312943644297941,0.641325,19523,13870,477,6130,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.40000000000000013,TF-IDF Cosine Similarity
0.6014062159723734,0.96655,0.7414609822986786,0.662975,19331,12812,669,7188,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.45000000000000007,TF-IDF Cosine Similarity
0.6188848745239722,0.9507,0.749719062358299,0.682625,19014,11709,986,8291,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.5000000000000001,TF-IDF Cosine Similarity
0.6402238883322392,0.9265,0.7572073636679403,0.702925,18530,10413,1470,9587,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.5500000000000002,TF-IDF Cosine Similarity
0.6598388179986568,0.88425,0.7557369343190463,0.7142,17685,9117,2315,10883,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.6000000000000002,TF-IDF Cosine Similarity
0.6782285410793807,0.83005,0.7464981900757696,0.718125,16601,7876,3399,12124,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.6500000000000001,TF-IDF Cosine Similarity
0.6986004971917871,0.75875,0.7274339676909065,0.7157,15175,6547,4825,13453,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.7000000000000002,TF-IDF Cosine Similarity
0.7136134999188707,0.6597,0.685598482683364,0.697475,13194,5295,6806,14705,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.7500000000000002,TF-IDF Cosine Similarity
0.7230810234541578,0.5426,0.6199725776965265,0.6674,10852,4156,9148,15844,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.8000000000000002,TF-IDF Cosine Similarity
0.7262757583797648,0.4106,0.5246111093365701,0.627925,8212,3095,11788,16905,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.8500000000000002,TF-IDF Cosine Similarity
0.7364958886780518,0.2911,0.4172728901630532,0.593475,5822,2083,14178,17917,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.9000000000000002,TF-IDF Cosine Similarity
0.7744937055281883,0.21225,0.33318943526549194,0.575225,4245,1236,15755,18764,0.7962132338395504,0.5436983987970568,0.2525148350424936,0.9500000000000003,TF-IDF Cosine Similarity
