precision,recall,f1_score,accuracy,true_positives,false_positives,false_negatives,true_negatives,mean_similarity_positive,mean_similarity_negative,similarity_separation,threshold,algorithm_name
0.5249746788208327,0.9848,0.6848638687019717,0.54685,19696,17822,304,2178,0.774462481962482,0.40382236874236876,0.37064011322011325,0.1,Metaphone
0.5371754309404321,0.98475,0.695150360016942,0.56815,19695,16969,305,3031,0.774462481962482,0.40382236874236876,0.37064011322011325,0.15000000000000002,Metaphone
0.5882742032471437,0.9783,0.7347352609838529,0.6468,19566,13694,434,6306,0.774462481962482,0.40382236874236876,0.37064011322011325,0.20000000000000004,Metaphone
0.6219085847468601,0.9606,0.7550106107050225,0.6883,19212,11680,788,8320,0.774462481962482,0.40382236874236876,0.37064011322011325,0.25000000000000006,Metaphone
0.6365716939201964,0.9596,0.7653991106502622,0.705875,19192,10957,808,9043,0.774462481962482,0.40382236874236876,0.37064011322011325,0.30000000000000004,Metaphone
0.6754306436990027,0.894,0.7694956102599415,0.7322,17880,8592,2120,11408,0.774462481962482,0.40382236874236876,0.37064011322011325,0.3500000000000001,Metaphone
0.7125248347727365,0.87865,0.786915343796879,0.762075,17573,7090,2427,12910,0.774462481962482,0.40382236874236876,0.37064011322011325,0.40000000000000013,Metaphone
0.7205767250257467,0.8746,0.7901524562394128,0.767725,17492,6783,2508,13217,0.774462481962482,0.40382236874236876,0.37064011322011325,0.45000000000000007,Metaphone
0.7538108590364517,0.7393,0.7464849173292945,0.748925,14786,4829,5214,15171,0.774462481962482,0.40382236874236876,0.37064011322011325,0.5000000000000001,Metaphone
0.7538108590364517,0.7393,0.7464849173292945,0.748925,14786,4829,5214,15171,0.774462481962482,0.40382236874236876,0.37064011322011325,0.5500000000000002,Metaphone
0.760965034187559,0.68445,0.720682302771855,0.734725,13689,4300,6311,15700,0.774462481962482,0.40382236874236876,0.37064011322011325,0.6000000000000002,Metaphone
0.7613003785348474,0.6838,0.7204720261300177,0.7347,13676,4288,6324,15712,0.774462481962482,0.40382236874236876,0.37064011322011325,0.6500000000000001,Metaphone
0.7672635918577686,0.59555,0.6705888976466614,0.70745,11911,3613,8089,16387,0.774462481962482,0.40382236874236876,0.37064011322011325,0.7000000000000002,Metaphone
0.7845723707792673,0.5472,0.6447318035877346,0.698475,10944,3005,9056,16995,0.774462481962482,0.40382236874236876,0.37064011322011325,0.7500000000000002,Metaphone
0.795742448092347,0.5308,0.6368135328874358,0.697275,10616,2725,9384,17275,0.774462481962482,0.40382236874236876,0.37064011322011325,0.8000000000000002,Metaphone
0.80230165383736,0.52635,0.6356692128860842,0.698325,10527,2594,9473,17406,0.774462481962482,0.40382236874236876,0.37064011322011325,0.8500000000000002,Metaphone
0.8049528482711032,0.52495,0.6354749871379717,0.698875,10499,2544,9501,17456,0.774462481962482,0.40382236874236876,0.37064011322011325,0.9000000000000002,Metaphone
0.8049528482711032,0.52495,0.6354749871379717,0.698875,10499,2544,9501,17456,0.774462481962482,0.40382236874236876,0.37064011322011325,0.9500000000000003,Metaphone
