Listagem dos Municípios portugueses: websites e histórico de versões no Arquivo.pt - 15-06-2021,,,,,,,,,,,,,,,,
"Fonte: Associação Nacional de Municípios Portugueses, Portal Autárquico – Direção-Geral das Autarquias Locais",,,,,,,,,,,,,,,,
Distrito,Município,Endereço (URL) do Website - online na Web,"URL - endereço para histórico
 de versões no Arquivo.pt","Município com link para histórico de
versões no Arquivo.pt ",Municípios no Facebook (geralmente fora do âmbito das recolhas do Arquivo.pt),,,,,,,,,,,
ÉVORA,Vila Viçosa,http://www.cm-vilavicosa.pt,https://arquivo.pt/wayback/http://www.cm-vilavicosa.pt,Vila Viçosa,https://www.facebook.com/municipiovilavicosa/,,,,,,,,,,,
FARO,Albufeira,http://www.cm-albufeira.pt,https://arquivo.pt/wayback/http://www.cm-albufeira.pt,Albufeira,https://www.facebook.com/albufeira.pt/,,,,,,,,,,,
FARO,Alcoutim,http://www.cm-alcoutim.pt,https://arquivo.pt/wayback/http://www.cm-alcoutim.pt,Alcoutim,https://www.facebook.com/cmalcoutim/,,,,,,,,,,,
FARO,Aljezur,http://www.cm-aljezur.pt,https://arquivo.pt/wayback/http://www.cm-aljezur.pt,Aljezur,https://www.facebook.com/municipio.aljezur/,,,,,,,,,,,
FARO,Faro,http://www.cm-faro.pt,https://arquivo.pt/wayback/http://www.cm-faro.pt,Faro,https://www.facebook.com/municipiodefaro/,,,,,,,,,,,
FARO,Lagoa (Algarve),http://www.cm-lagoa.pt/,https://arquivo.pt/wayback/http://www.cm-lagoa.pt/,Lagoa (Algarve),https://www.facebook.com/municipio.lagoa/,,,,,,,,,,,
FARO,Lagos,http://www.cm-lagos.pt,https://arquivo.pt/wayback/http://www.cm-lagos.pt,Lagos,https://www.facebook.com/camaramunicipaldelagos/,,,,,,,,,,,
FARO,Loulé,http://www.cm-loule.pt,https://arquivo.pt/wayback/http://www.cm-loule.pt,Loulé,https://www.facebook.com/municipiodeloule/,,,,,,,,,,,
FARO,Monchique,https://cm-monchique.pt/,https://arquivo.pt/wayback/https://cm-monchique.pt/,Monchique,https://www.facebook.com/Munic%C3%ADpio-de-Monchique-214199881944040/,,,,,,,,,,,
FARO,Olhão,http://www.cm-olhao.pt,https://arquivo.pt/wayback/http://www.cm-olhao.pt,Olhão,https://www.facebook.com/cmolhao/,,,,,,,,,,,
FARO,Portimão,http://www.cm-portimao.pt,https://arquivo.pt/wayback/http://www.cm-portimao.pt,Portimão,,,,,,,,,,,,
FARO,São Brás de Alportel,http://www.cm-sbras.pt,https://arquivo.pt/wayback/http://www.cm-sbras.pt,São Brás de Alportel,https://www.facebook.com/SBAlportel.Municipio/,,,,,,,,,,,
FARO,Silves,http://www.cm-silves.pt,https://arquivo.pt/wayback/http://www.cm-silves.pt,Silves,https://www.facebook.com/municipiodesilves/,,,,,,,,,,,
FARO,Tavira,http://www.cm-tavira.pt,https://arquivo.pt/wayback/http://www.cm-tavira.pt,Tavira,https://www.facebook.com/CMTavira/,,,,,,,,,,,
FARO,Vila do Bispo,http://www.cm-viladobispo.pt,https://arquivo.pt/wayback/http://www.cm-viladobispo.pt,Vila do Bispo,https://www.facebook.com/municipioviladobispo/,,,,,,,,,,,
FARO,Vila Real de Santo António,http://www.cm-vrsa.pt,https://arquivo.pt/wayback/http://www.cm-vrsa.pt,Vila Real de Santo António,https://www.facebook.com/cmvrsa/,,,,,,,,,,,
GUARDA,Aguiar da Beira,http://www.cm-aguiardabeira.pt,https://arquivo.pt/wayback/http://www.cm-aguiardabeira.pt,Aguiar da Beira,https://www.facebook.com/aguiaravossabeira/,,,,,,,,,,,
GUARDA,Almeida,http://www.cm-almeida.pt,https://arquivo.pt/wayback/http://www.cm-almeida.pt,Almeida,https://www.facebook.com/municipio.almeida/,,,,,,,,,,,
GUARDA,Celorico da Beira,http://www.cm-celoricodabeira.pt,https://arquivo.pt/wayback/http://www.cm-celoricodabeira.pt,Celorico da Beira,https://www.facebook.com/municipiocelorico.dabeira/,,,,,,,,,,,
GUARDA,Figueira de Castelo Rodrigo,http://www.cm-fcr.pt,https://arquivo.pt/wayback/http://www.cm-fcr.pt,Figueira de Castelo Rodrigo,https://www.facebook.com/MunicipioDeFigueiraDeCasteloRodrigo/,,,,,,,,,,,
GUARDA,Fornos de Algodres,http://www.cm-fornosdealgodres.pt,https://arquivo.pt/wayback/http://www.cm-fornosdealgodres.pt,Fornos de Algodres,https://www.facebook.com/MunFornosdeAlgodres/,,,,,,,,,,,
GUARDA,Gouveia,http://www.cm-gouveia.pt,https://arquivo.pt/wayback/http://www.cm-gouveia.pt,Gouveia,https://www.facebook.com/MunicipiodeGouveia/,,,,,,,,,,,
GUARDA,Guarda,http://www.mun-guarda.pt,https://arquivo.pt/wayback/http://www.mun-guarda.pt,Guarda,https://www.facebook.com/MunicipiodaGuarda/,,,,,,,,,,,
GUARDA,Manteigas,http://www.cm-manteigas.pt,https://arquivo.pt/wayback/http://www.cm-manteigas.pt,Manteigas,https://www.facebook.com/Manteigas.ValeporNatureza/,,,,,,,,,,,
GUARDA,Mêda,http://www.cm-meda.pt,https://arquivo.pt/wayback/http://www.cm-meda.pt,Mêda,https://www.facebook.com/municipio.meda/,,,,,,,,,,,
GUARDA,Pinhel,http://www.cm-pinhel.pt,https://arquivo.pt/wayback/http://www.cm-pinhel.pt,Pinhel,https://www.facebook.com/cidadefalcao/,,,,,,,,,,,
GUARDA,Sabugal,http://www.cm-sabugal.pt,https://arquivo.pt/wayback/http://www.cm-sabugal.pt,Sabugal,https://www.facebook.com/sabugal.concelho/,,,,,,,,,,,
GUARDA,Seia,http://www.cm-seia.pt,https://arquivo.pt/wayback/http://www.cm-seia.pt,Seia,https://www.facebook.com/cmseia,,,,,,,,,,,
GUARDA,Trancoso,http://www.cm-trancoso.pt,https://arquivo.pt/wayback/http://www.cm-trancoso.pt,Trancoso,https://www.facebook.com/cmtrancoso.pt/,,,,,,,,,,,
GUARDA,Vila Nova de Foz Côa,http://www.cm-fozcoa.pt,https://arquivo.pt/wayback/http://www.cm-fozcoa.pt,Vila Nova de Foz Côa,https://www.facebook.com/cmfozcoa/,,,,,,,,,,,
LEIRIA,Alcobaça,http://www.cm-alcobaca.pt,https://arquivo.pt/wayback/http://www.cm-alcobaca.pt,Alcobaça,https://www.facebook.com/municipioalcobaca/,,,,,,,,,,,
LEIRIA,Alvaiázere,http://www.cm-alvaiazere.pt,https://arquivo.pt/wayback/http://www.cm-alvaiazere.pt,Alvaiázere,https://www.facebook.com/municipiodealvaiazere/,,,,,,,,,,,
LEIRIA,Ansião,http://www.cm-ansiao.pt,https://arquivo.pt/wayback/http://www.cm-ansiao.pt,Ansião,https://www.facebook.com/municipioansiao/,,,,,,,,,,,
LEIRIA,Batalha,http://www.cm-batalha.pt,https://arquivo.pt/wayback/http://www.cm-batalha.pt,Batalha,https://www.facebook.com/MunicipioBatalha/,,,,,,,,,,,
LEIRIA,Bombarral,http://www.cm-bombarral.pt/,https://arquivo.pt/wayback/http://www.cm-bombarral.pt/,Bombarral,https://www.facebook.com/municipiodo.bombarral/,,,,,,,,,,,
LEIRIA,Caldas da Rainha,http://www.cm-caldas-rainha.pt,https://arquivo.pt/wayback/http://www.cm-caldas-rainha.pt,Caldas da Rainha,https://www.facebook.com/municipiodascaldasdarainha/,,,,,,,,,,,
LEIRIA,Castanheira de Pera,http://www.cm-castanheiradepera.pt,https://arquivo.pt/wayback/http://www.cm-castanheiradepera.pt,Castanheira de Pera,https://www.facebook.com/CastanheiradePera/,,,,,,,,,,,
LEIRIA,Figueiró dos Vinhos,http://www.cm-figueirodosvinhos.pt,https://arquivo.pt/wayback/http://www.cm-figueirodosvinhos.pt,Figueiró dos Vinhos,https://www.facebook.com/MunicipiodeFigueirodosVinhos/,,,,,,,,,,,
LEIRIA,Leiria,http://www.cm-leiria.pt,https://arquivo.pt/wayback/http://www.cm-leiria.pt,Leiria,https://www.facebook.com/municipioleiria/,,,,,,,,,,,
LEIRIA,Marinha Grande,https://www.cm-mgrande.pt,https://arquivo.pt/wayback/https://www.cm-mgrande.pt,Marinha Grande,https://www.facebook.com/municipiomarinhagrande/,,,,,,,,,,,
LEIRIA,Nazaré,http://www.cm-nazare.pt/pt,https://arquivo.pt/wayback/http://www.cm-nazare.pt/pt,Nazaré,https://www.facebook.com/cmnazare/,,,,,,,,,,,
LEIRIA,Óbidos,http://www.cm-obidos.pt,https://arquivo.pt/wayback/http://www.cm-obidos.pt,Óbidos,https://www.facebook.com/municipiodeobidos/,,,,,,,,,,,
LEIRIA,Pedrógão Grande,http://www.cm-pedrogaogrande.pt,https://arquivo.pt/wayback/http://www.cm-pedrogaogrande.pt,Pedrógão Grande,https://www.facebook.com/Município-de-Pedrógão-Grande-1049470595104500/,,,,,,,,,,,
LEIRIA,Peniche,http://www.cm-peniche.pt,https://arquivo.pt/wayback/http://www.cm-peniche.pt,Peniche,https://www.facebook.com/CamaraMunicipalPeniche/,,,,,,,,,,,
LEIRIA,Pombal,http://www.cm-pombal.pt,https://arquivo.pt/wayback/http://www.cm-pombal.pt,Pombal,https://www.facebook.com/municipiopombal/,,,,,,,,,,,
LEIRIA,Porto de Mós,http://www.municipio-portodemos.pt,https://arquivo.pt/wayback/http://www.municipio-portodemos.pt,Porto de Mós,https://www.facebook.com/MunicipioPortodeMos/,,,,,,,,,,,
LISBOA,Alenquer,http://www.cm-alenquer.pt,https://arquivo.pt/wayback/http://www.cm-alenquer.pt,Alenquer,https://www.facebook.com/CMAlenquer/,,,,,,,,,,,
LISBOA,Amadora,http://www.cm-amadora.pt,https://arquivo.pt/wayback/http://www.cm-amadora.pt,Amadora,https://www.facebook.com/municipiodaamadora/,,,,,,,,,,,
LISBOA,Arruda dos Vinhos,http://www.cm-arruda.pt,https://arquivo.pt/wayback/http://www.cm-arruda.pt,Arruda dos Vinhos,https://www.facebook.com/marrudavinhos/,,,,,,,,,,,
LISBOA,Azambuja,http://www.cm-azambuja.pt,https://arquivo.pt/wayback/http://www.cm-azambuja.pt,Azambuja,https://www.facebook.com/municipioazambuja/,,,,,,,,,,,
LISBOA,Cadaval,http://www.cm-cadaval.pt,https://arquivo.pt/wayback/http://www.cm-cadaval.pt,Cadaval,https://www.facebook.com/cmcadaval/,,,,,,,,,,,
LISBOA,Cascais,http://www.cm-cascais.pt,https://arquivo.pt/wayback/http://www.cm-cascais.pt,Cascais,https://www.facebook.com/CMCascais/,,,,,,,,,,,
LISBOA,Lisboa,https://www.lisboa.pt/,https://arquivo.pt/wayback/https://www.lisboa.pt/,Lisboa,https://www.facebook.com/camaradelisboa/,,,,,,,,,,,
LISBOA,Loures,http://www.cm-loures.pt,https://arquivo.pt/wayback/http://www.cm-loures.pt,Loures,https://www.facebook.com/MunicipiodeLoures/,,,,,,,,,,,
LISBOA,Lourinhã,https://cm-lourinha.pt/,https://arquivo.pt/wayback/https://cm-lourinha.pt/,Lourinhã,https://www.facebook.com/municipiodalourinha/,,,,,,,,,,,
LISBOA,Mafra,http://www.cm-mafra.pt,https://arquivo.pt/wayback/http://www.cm-mafra.pt,Mafra,https://www.facebook.com/camaramunicipaldemafra/,,,,,,,,,,,
LISBOA,Odivelas,http://www.cm-odivelas.pt,https://arquivo.pt/wayback/http://www.cm-odivelas.pt,Odivelas,https://www.facebook.com/cmodivelas/,,,,,,,,,,,
LISBOA,Oeiras,http://www.cm-oeiras.pt,https://arquivo.pt/wayback/http://www.cm-oeiras.pt,Oeiras,https://www.facebook.com/MunicipiodeOeiras/,,,,,,,,,,,
LISBOA,Sintra,http://www.cm-sintra.pt,https://arquivo.pt/wayback/http://www.cm-sintra.pt,Sintra,https://www.facebook.com/camaradesintra/,,,,,,,,,,,
LISBOA,Sobral de Monte Agraço,http://www.cm-sobral.pt,https://arquivo.pt/wayback/http://www.cm-sobral.pt,Sobral de Monte Agraço,https://www.facebook.com/camaramunicipalsobral/,,,,,,,,,,,
LISBOA,Torres Vedras,http://www.cm-tvedras.pt,https://arquivo.pt/wayback/http://www.cm-tvedras.pt,Torres Vedras,https://www.facebook.com/TorresVedrasCM/,,,,,,,,,,,
LISBOA,Vila Franca de Xira,http://www.cm-vfxira.pt,https://arquivo.pt/wayback/http://www.cm-vfxira.pt,Vila Franca de Xira,https://www.facebook.com/vilafrancaxira/,,,,,,,,,,,
MADEIRA,Calheta (Madeira),http://www.cmcalheta.pt,https://arquivo.pt/wayback/http://www.cmcalheta.pt,Calheta (Madeira),https://www.facebook.com/cmcalheta,,,,,,,,,,,
MADEIRA,Câmara de Lobos,http://www.cm-camaradelobos.pt,https://arquivo.pt/wayback/http://www.cm-camaradelobos.pt,Câmara de Lobos,https://www.facebook.com/municipiodecamaradelobos,,,,,,,,,,,
MADEIRA,Funchal,http://www.cm-funchal.pt,https://arquivo.pt/wayback/http://www.cm-funchal.pt,Funchal,https://www.facebook.com/camaramunicipaldofunchal/,,,,,,,,,,,
MADEIRA,Machico,http://www.cm-machico.pt,https://arquivo.pt/wayback/http://www.cm-machico.pt,Machico,https://www.facebook.com/cmmachico/,,,,,,,,,,,
MADEIRA,Ponta do Sol,http://www.cm-pontadosol.pt/,https://arquivo.pt/wayback/http://www.cm-pontadosol.pt/,Ponta do Sol,https://www.facebook.com/MunicipioPontaSol/,,,,,,,,,,,
MADEIRA,Porto Moniz,http://www.portomoniz.pt,https://arquivo.pt/wayback/http://www.portomoniz.pt,Porto Moniz,https://www.facebook.com/portomoniz.pt/,,,,,,,,,,,
MADEIRA,Porto Santo,http://www.cm-portosanto.pt,https://arquivo.pt/wayback/http://www.cm-portosanto.pt,Porto Santo,https://www.facebook.com/municipioportosanto/,,,,,,,,,,,
MADEIRA,Ribeira Brava,http://www.cm-ribeirabrava.pt,https://arquivo.pt/wayback/http://www.cm-ribeirabrava.pt,Ribeira Brava,https://www.facebook.com/camaramunicipaldaribeirabrava/,,,,,,,,,,,
MADEIRA,Santa Cruz,http://www.cm-santacruz.pt,https://arquivo.pt/wayback/http://www.cm-santacruz.pt,Santa Cruz,https://www.facebook.com/municipio.desantacruz.7/,,,,,,,,,,,
MADEIRA,Santana,http://www.cm-santana.com,https://arquivo.pt/wayback/http://www.cm-santana.com,Santana,https://www.facebook.com/municipiodesantana/,,,,,,,,,,,
MADEIRA,São Vicente,http://www.cm-saovicente.pt/,https://arquivo.pt/wayback/http://www.cm-saovicente.pt/,São Vicente,https://www.facebook.com/groups/s.vicente/,,,,,,,,,,,
MESÃO FRIO,Mesão Frio,http://www.cm-mesaofrio.pt,https://arquivo.pt/wayback/http://www.cm-mesaofrio.pt,Mesão Frio,https://www.facebook.com/aportadodouro/,,,,,,,,,,,
PORTALEGRE,Alter do Chão,http://www.cm-alter-chao.pt,https://arquivo.pt/wayback/http://www.cm-alter-chao.pt,Alter do Chão,https://www.facebook.com/MunicipioDeAlterDoChao/,,,,,,,,,,,
PORTALEGRE,Arronches,http://www.cm-arronches.pt,https://arquivo.pt/wayback/http://www.cm-arronches.pt,Arronches,https://www.facebook.com/municipiodearronches/,,,,,,,,,,,
PORTALEGRE,Avis,https://www.cm-avis.pt,https://arquivo.pt/wayback/https://www.cm-avis.pt,Avis,https://www.facebook.com/municipiodeavis/,,,,,,,,,,,
PORTALEGRE,Campo Maior,http://www.cm-campo-maior.pt/,https://arquivo.pt/wayback/http://www.cm-campo-maior.pt/,Campo Maior,https://www.facebook.com/Municipio.Campo.Maior/,,,,,,,,,,,
PORTALEGRE,Castelo de Vide,http://www.cm-castelo-vide.pt,https://arquivo.pt/wayback/http://www.cm-castelo-vide.pt,Castelo de Vide,https://www.facebook.com/castelodevide/,,,,,,,,,,,
PORTALEGRE,Crato,http://www.cm-crato.pt,https://arquivo.pt/wayback/http://www.cm-crato.pt,Crato,https://www.facebook.com/municipiodocrato/,,,,,,,,,,,
PORTALEGRE,Elvas,https://www.cm-elvas.pt/,https://arquivo.pt/wayback/https://www.cm-elvas.pt/,Elvas,https://www.facebook.com/MunicipioElvas/,,,,,,,,,,,
PORTALEGRE,Fronteira,http://www.cm-fronteira.pt,https://arquivo.pt/wayback/http://www.cm-fronteira.pt,Fronteira,https://www.facebook.com/municipiodefronteira/,,,,,,,,,,,
PORTALEGRE,Gavião,http://www.cm-gaviao.pt,https://arquivo.pt/wayback/http://www.cm-gaviao.pt,Gavião,https://www.facebook.com/MunicipioDeGaviao/,,,,,,,,,,,
PORTALEGRE,Marvão,http://www.cm-marvao.pt,https://arquivo.pt/wayback/http://www.cm-marvao.pt,Marvão,https://www.facebook.com/cmmarvao/,,,,,,,,,,,
PORTALEGRE,Monforte,http://www.cm-monforte.pt,https://arquivo.pt/wayback/http://www.cm-monforte.pt,Monforte,https://www.facebook.com/municipiodemonforte/,,,,,,,,,,,
PORTALEGRE,Nisa,http://www.cm-nisa.pt,https://arquivo.pt/wayback/http://www.cm-nisa.pt,Nisa,https://www.facebook.com/municipionisa/,,,,,,,,,,,
PORTALEGRE,Ponte de Sor,http://www.cm-pontedesor.pt,https://arquivo.pt/wayback/http://www.cm-pontedesor.pt,Ponte de Sor,https://www.facebook.com/municipio.pontedesor/,,,,,,,,,,,
PORTALEGRE,Portalegre,http://www.cm-portalegre.pt,https://arquivo.pt/wayback/http://www.cm-portalegre.pt,Portalegre,https://www.facebook.com/Municipio.de.Portalegre/,,,,,,,,,,,
PORTALEGRE,Sousel,http://www.cm-sousel.pt,https://arquivo.pt/wayback/http://www.cm-sousel.pt,Sousel,https://www.facebook.com/Município-de-Sousel-177587342280615/,,,,,,,,,,,
PORTO,Amarante,http://www.cm-amarante.pt,https://arquivo.pt/wayback/http://www.cm-amarante.pt,Amarante,https://www.facebook.com/municipiodeamarante/,,,,,,,,,,,
PORTO,Baião,http://www.cm-baiao.pt,https://arquivo.pt/wayback/http://www.cm-baiao.pt,Baião,https://www.facebook.com/municipio.baiao/,,,,,,,,,,,
PORTO,Felgueiras,http://www.cm-felgueiras.pt,https://arquivo.pt/wayback/http://www.cm-felgueiras.pt,Felgueiras,https://www.facebook.com/cmfelgueiras/,,,,,,,,,,,
PORTO,Gondomar,http://www.cm-gondomar.pt,https://arquivo.pt/wayback/http://www.cm-gondomar.pt,Gondomar,https://www.facebook.com/CamaraMunicipalGondomar/,,,,,,,,,,,
PORTO,Lousada,https://www.cm-lousada.pt/,https://arquivo.pt/wayback/https://www.cm-lousada.pt/,Lousada,https://www.facebook.com/cmlousada/,,,,,,,,,,,
PORTO,Maia,http://www.cm-maia.pt,https://arquivo.pt/wayback/http://www.cm-maia.pt,Maia,https://www.facebook.com/municipiomaia/,,,,,,,,,,,
PORTO,Marco de Canaveses,http://www.cm-marco-canaveses.pt,https://arquivo.pt/wayback/http://www.cm-marco-canaveses.pt,Marco de Canaveses,https://www.facebook.com/cmmarcodecanaveses/,,,,,,,,,,,
PORTO,Matosinhos,http://www.cm-matosinhos.pt,https://arquivo.pt/wayback/http://www.cm-matosinhos.pt,Matosinhos,https://www.facebook.com/CamaraMunicipalMatosinhos/,,,,,,,,,,,
PORTO,Paços de Ferreira,http://www.cm-pacosdeferreira.pt,https://arquivo.pt/wayback/http://www.cm-pacosdeferreira.pt,Paços de Ferreira,https://www.facebook.com/municipiopacosdeferreira/,,,,,,,,,,,
PORTO,Paredes,http://www.cm-paredes.pt,https://arquivo.pt/wayback/http://www.cm-paredes.pt,Paredes,https://www.facebook.com/municipioparedes/,,,,,,,,,,,
PORTO,Penafiel,http://www.cm-penafiel.pt,https://arquivo.pt/wayback/http://www.cm-penafiel.pt,Penafiel,https://www.facebook.com/municipiopenafiel/,,,,,,,,,,,
PORTO,Porto,http://www.cm-porto.pt,https://arquivo.pt/wayback/http://www.cm-porto.pt,Porto,https://www.facebook.com/CamaraMunicipaldoPorto/,,,,,,,,,,,
PORTO,Póvoa de Varzim,http://www.cm-pvarzim.pt,https://arquivo.pt/wayback/http://www.cm-pvarzim.pt,Póvoa de Varzim,https://www.facebook.com/cmpovoadevarzim/,,,,,,,,,,,
PORTO,Santo Tirso,http://www.cm-stirso.pt,https://arquivo.pt/wayback/http://www.cm-stirso.pt,Santo Tirso,https://www.facebook.com/CMSantoTirso/,,,,,,,,,,,
PORTO,Trofa,http://www.mun-trofa.pt,https://arquivo.pt/wayback/http://www.mun-trofa.pt,Trofa,https://www.facebook.com/cmtrofa,,,,,,,,,,,
PORTO,Valongo,http://www.cm-valongo.pt,https://arquivo.pt/wayback/http://www.cm-valongo.pt,Valongo,https://www.facebook.com/municipiodevalongo/,,,,,,,,,,,
PORTO,Vila do Conde,http://www.cm-viladoconde.pt,https://arquivo.pt/wayback/http://www.cm-viladoconde.pt,Vila do Conde,https://www.facebook.com/cm.viladoconde/,,,,,,,,,,,
PORTO,Vila Nova de Gaia,http://www.cm-gaia.pt,https://arquivo.pt/wayback/http://www.cm-gaia.pt,Vila Nova de Gaia,https://www.facebook.com/presidentecamaragaia/,,,,,,,,,,,
SANTARÉM,Abrantes,http://www.cm-abrantes.pt,https://arquivo.pt/wayback/http://www.cm-abrantes.pt,Abrantes,https://www.facebook.com/Município-de-Abrantes-217456031598959/,,,,,,,,,,,
SANTARÉM,Alcanena,http://www.cm-alcanena.pt,https://arquivo.pt/wayback/http://www.cm-alcanena.pt,Alcanena,https://www.facebook.com/CMAlcanena/,,,,,,,,,,,
SANTARÉM,Almeirim,http://www.cm-almeirim.pt,https://arquivo.pt/wayback/http://www.cm-almeirim.pt,Almeirim,https://www.facebook.com/MunicipioAlmeirim/,,,,,,,,,,,
SANTARÉM,Alpiarça,http://www.cm-alpiarca.pt,https://arquivo.pt/wayback/http://www.cm-alpiarca.pt,Alpiarça,https://www.facebook.com/Alpiarca/,,,,,,,,,,,
SANTARÉM,Benavente,http://www.cm-benavente.pt,https://arquivo.pt/wayback/http://www.cm-benavente.pt,Benavente,https://www.facebook.com/cmbnv/,,,,,,,,,,,
SANTARÉM,Cartaxo,http://www.cm-cartaxo.pt,https://arquivo.pt/wayback/http://www.cm-cartaxo.pt,Cartaxo,https://www.facebook.com/MunicipioCartaxo/,,,,,,,,,,,
SANTARÉM,Chamusca,http://www.cm-chamusca.pt,https://arquivo.pt/wayback/http://www.cm-chamusca.pt,Chamusca,https://www.facebook.com/chamusca/,,,,,,,,,,,
SANTARÉM,Constância,http://www.cm-constancia.pt,https://arquivo.pt/wayback/http://www.cm-constancia.pt,Constância,https://www.facebook.com/Munic%C3%ADpio-de-Const%C3%A2ncia-301470016562254/,,,,,,,,,,,
SANTARÉM,Coruche,http://www.cm-coruche.pt,https://arquivo.pt/wayback/http://www.cm-coruche.pt,Coruche,https://www.facebook.com/municipiocoruche/,,,,,,,,,,,
SANTARÉM,Entroncamento,http://www.cm-entroncamento.pt,https://arquivo.pt/wayback/http://www.cm-entroncamento.pt,Entroncamento,https://www.facebook.com/cmentroncamento/,,,,,,,,,,,
SANTARÉM,Ferreira do Zêzere,http://www.cm-ferreiradozezere.pt,https://arquivo.pt/wayback/http://www.cm-ferreiradozezere.pt,Ferreira do Zêzere,,,,,,,,,,,,
SANTARÉM,Mação,http://www.cm-macao.pt,https://arquivo.pt/wayback/http://www.cm-macao.pt,Mação,https://www.facebook.com/Munic%C3%ADpio-de-Ma%C3%A7%C3%A3o-776941235666118/,,,,,,,,,,,
SANTARÉM,Ourém,http://www.cm-ourem.pt,https://arquivo.pt/wayback/http://www.cm-ourem.pt,Ourém,https://www.facebook.com/municipiodeourem/,,,,,,,,,,,
SANTARÉM,Rio Maior,http://www.cm-riomaior.pt,https://arquivo.pt/wayback/http://www.cm-riomaior.pt,Rio Maior,https://www.facebook.com/municipioderiomaior/,,,,,,,,,,,
SANTARÉM,Salvaterra de Magos,http://www.cm-salvaterrademagos.pt,https://arquivo.pt/wayback/http://www.cm-salvaterrademagos.pt,Salvaterra de Magos,https://www.facebook.com/municipiodesalvaterrademagos/,,,,,,,,,,,
SANTARÉM,Santarém,http://www.cm-santarem.pt,https://arquivo.pt/wayback/http://www.cm-santarem.pt,Santarém,https://www.facebook.com/CamaraMunicipaldeSantarem/,,,,,,,,,,,
SANTARÉM,Sardoal,http://www.cm-sardoal.pt,https://arquivo.pt/wayback/http://www.cm-sardoal.pt,Sardoal,https://www.facebook.com/MunicipiodeSardoal/,,,,,,,,,,,
SANTARÉM,Tomar,http://www.cm-tomar.pt,https://arquivo.pt/wayback/http://www.cm-tomar.pt,Tomar,https://www.facebook.com/municipiotomar/,,,,,,,,,,,
SANTARÉM,Torres Novas,http://www.cm-torresnovas.pt,https://arquivo.pt/wayback/http://www.cm-torresnovas.pt,Torres Novas,https://www.facebook.com/municipiodetorresnovas/,,,,,,,,,,,
SANTARÉM,Vila Nova da Barquinha,http://www.cm-vnbarquinha.pt,https://arquivo.pt/wayback/http://www.cm-vnbarquinha.pt,Vila Nova da Barquinha,https://www.facebook.com/cm.vnbarquinha/,,,,,,,,,,,
SETÚBAL,Alcácer do Sal,http://www.cm-alcacerdosal.pt,https://arquivo.pt/wayback/http://www.cm-alcacerdosal.pt,Alcácer do Sal,https://www.facebook.com/CMAlcacerdosal/,,,,,,,,,,,
SETÚBAL,Alcochete,http://www.cm-alcochete.pt,https://arquivo.pt/wayback/http://www.cm-alcochete.pt,Alcochete,https://www.facebook.com/CamaraMunicipalAlcochete/,,,,,,,,,,,
SETÚBAL,Almada,http://www.m-almada.pt,https://arquivo.pt/wayback/http://www.m-almada.pt,Almada,https://www.facebook.com/cmalmada/,,,,,,,,,,,
SETÚBAL,Grândola,https://www.cm-grandola.pt/,https://arquivo.pt/wayback/https://www.cm-grandola.pt/,Grândola,https://www.facebook.com/grandolamunicipio/,,,,,,,,,,,
SETÚBAL,Moita,http://www.cm-moita.pt,https://arquivo.pt/wayback/http://www.cm-moita.pt,Moita,https://www.facebook.com/cmmoita/,,,,,,,,,,,
SETÚBAL,Montijo,http://www.mun-montijo.pt,https://arquivo.pt/wayback/http://www.mun-montijo.pt,Montijo,https://www.facebook.com/cmmontijo/,,,,,,,,,,,
SETÚBAL,Palmela,http://www.cm-palmela.pt,https://arquivo.pt/wayback/http://www.cm-palmela.pt,Palmela,https://www.facebook.com/cataventopalmela,,,,,,,,,,,
SETÚBAL,Santiago do Cacém,http://www.cm-santiagocacem.pt,https://arquivo.pt/wayback/http://www.cm-santiagocacem.pt,Santiago do Cacém,https://www.facebook.com/munsantiagocacem/,,,,,,,,,,,
SETÚBAL,Seixal,http://www.cm-seixal.pt,https://arquivo.pt/wayback/http://www.cm-seixal.pt,Seixal,https://www.facebook.com/municipioseixal/,,,,,,,,,,,
SETÚBAL,Sesimbra,http://www.cm-sesimbra.pt,https://arquivo.pt/wayback/http://www.cm-sesimbra.pt,Sesimbra,https://www.facebook.com/CamaraMunicipalSesimbra/,,,,,,,,,,,
SETÚBAL,Setúbal,http://www.mun-setubal.pt,https://arquivo.pt/wayback/http://www.mun-setubal.pt,Setúbal,https://www.facebook.com/municipiodesetubal/,,,,,,,,,,,
SETÚBAL,Sines,http://www.sines.pt,https://arquivo.pt/wayback/http://www.sines.pt,Sines,https://www.facebook.com/municipiodesines/,,,,,,,,,,,
VIANA DO CASTELO,Arcos de Valdevez,http://www.cmav.pt,https://arquivo.pt/wayback/http://www.cmav.pt,Arcos de Valdevez,https://www.facebook.com/CmavArcosDeValdevez/,,,,,,,,,,,
VIANA DO CASTELO,Caminha,http://www.cm-caminha.pt,https://arquivo.pt/wayback/http://www.cm-caminha.pt,Caminha,https://www.facebook.com/caminhamun,,,,,,,,,,,
VIANA DO CASTELO,Melgaço,http://www.cm-melgaco.pt,https://arquivo.pt/wayback/http://www.cm-melgaco.pt,Melgaço,https://www.facebook.com/municipiodemelgaco/,,,,,,,,,,,
