precision,recall,f1_score,accuracy,true_positives,false_positives,false_negatives,true_negatives,mean_similarity_positive,mean_similarity_negative,similarity_separation,threshold,algorithm_name
0.5,1.0,0.6666666666666666,0.5,20000,20000,0,0,0.907207993811153,0.8045293423668685,0.10267865144428456,0.1,Jaro-Winkler Distance
0.5,1.0,0.6666666666666666,0.5,20000,20000,0,0,0.907207993811153,0.8045293423668685,0.10267865144428456,0.15000000000000002,Jaro-Winkler Distance
0.5,1.0,0.6666666666666666,0.5,20000,20000,0,0,0.907207993811153,0.8045293423668685,0.10267865144428456,0.20000000000000004,Jaro-Winkler Distance
0.5,1.0,0.6666666666666666,0.5,20000,20000,0,0,0.907207993811153,0.8045293423668685,0.10267865144428456,0.25000000000000006,Jaro-Winkler Distance
0.5,1.0,0.6666666666666666,0.5,20000,20000,0,0,0.907207993811153,0.8045293423668685,0.10267865144428456,0.30000000000000004,Jaro-Winkler Distance
0.5,1.0,0.6666666666666666,0.5,20000,20000,0,0,0.907207993811153,0.8045293423668685,0.10267865144428456,0.3500000000000001,Jaro-Winkler Distance
0.5,1.0,0.6666666666666666,0.5,20000,20000,0,0,0.907207993811153,0.8045293423668685,0.10267865144428456,0.40000000000000013,Jaro-Winkler Distance
0.5000125003125078,1.0,0.666677777962966,0.500025,20000,19999,0,1,0.907207993811153,0.8045293423668685,0.10267865144428456,0.45000000000000007,Jaro-Winkler Distance
0.5001875703388771,1.0,0.6668333750104193,0.500375,20000,19985,0,15,0.907207993811153,0.8045293423668685,0.10267865144428456,0.5000000000000001,Jaro-Winkler Distance
0.500914168357252,1.0,0.667478765831762,0.501825,20000,19927,0,73,0.907207993811153,0.8045293423668685,0.10267865144428456,0.5500000000000002,Jaro-Winkler Distance
0.5035636033948674,0.99975,0.6697707136516657,0.507075,19995,19712,5,288,0.907207993811153,0.8045293423668685,0.10267865144428456,0.6000000000000002,Jaro-Winkler Distance
0.5179126918291166,0.99895,0.6821565146134937,0.53455,19979,18597,21,1403,0.907207993811153,0.8045293423668685,0.10267865144428456,0.6500000000000001,Jaro-Winkler Distance
0.5724254781459996,0.99665,0.7271898143081245,0.6261,19933,14889,67,5111,0.907207993811153,0.8045293423668685,0.10267865144428456,0.7000000000000002,Jaro-Winkler Distance
0.5870896104675589,0.97815,0.7337684257904805,0.6451,19563,13759,437,6241,0.907207993811153,0.8045293423668685,0.10267865144428456,0.7500000000000002,Jaro-Winkler Distance
0.5767140331346997,0.8807,0.6970044715286295,0.61715,17614,12928,2386,7072,0.907207993811153,0.8045293423668685,0.10267865144428456,0.8000000000000002,Jaro-Winkler Distance
0.6719144881302564,0.8109,0.7348936266624374,0.707475,16218,7919,3782,12081,0.907207993811153,0.8045293423668685,0.10267865144428456,0.8500000000000002,Jaro-Winkler Distance
0.8181128736649181,0.64725,0.7227200401976384,0.751675,12945,2878,7055,17122,0.907207993811153,0.8045293423668685,0.10267865144428456,0.9000000000000002,Jaro-Winkler Distance
0.9375,0.35475,0.514727219965177,0.66555,7095,473,12905,19527,0.907207993811153,0.8045293423668685,0.10267865144428456,0.9500000000000003,Jaro-Winkler Distance
